Model,Retrieval,Clustering,ZeroShot Cls,Linear Probe,Visual STS,Doc Und.,Compositionality,VCQA,MIEB,MIEB-lite
RAG-NAS-AlignedEncoder,—,—,—,—,—,—,—,—,—,—
