Model,Retrieval,Clustering,ZeroShot Cls,Linear Probe,Visual STS,Doc Und.,Compositionality,VCQA,MIEB,MIEB-lite
RAG-NAS-AlignedEncoder,12.7,23.2,7.2,18.3,8.6,1.3,0.2,76.7,16.9,16.9
